"By variant(1)","By province(1)","By age(1)",2022,2025,2030,2035,2040,2045,2050,2052
"Medium","Incheon","39 Years",0.02424,0.02449,0.03095,0.03749,0.04151,0.04394,0.04444,0.04444
"Medium","Incheon","40 Years",0.01771,0.01688,0.02107,0.02532,0.02876,0.03190,0.03325,0.03325
"Medium","Incheon","41 Years",0.01054,0.01088,0.01317,0.01550,0.01812,0.02131,0.02349,0.02349
"Medium","Incheon","42 Years",0.00608,0.00654,0.00751,0.00850,0.01024,0.01296,0.01563,0.01563
"Medium","Incheon","43 Years",0.00368,0.00366,0.00389,0.00413,0.00513,0.00708,0.00978,0.00978
"Medium","Incheon","44 Years",0.00107,0.00191,0.00183,0.00176,0.00223,0.00343,0.00526,0.00573
"Medium","Incheon","45 Years",0.00055,0.00092,0.00079,0.00065,0.00083,0.00145,0.00252,0.00314
"Medium","Incheon","46 Years",0.00014,0.00041,0.00051,0.00061,0.00026,0.00052,0.00105,0.00139
"Medium","Incheon","47 Years",0.00013,0.00017,0.00014,0.00012,0.00007,0.00016,0.00038,0.00054
"Medium","Incheon","48 Years",0.00004,0.00007,0.00007,0.00007,0.00001,0.00004,0.00011,0.00018
"Medium","Incheon","49 Years",0.00000,0.00002,0.00002,0.00001,0.00001,0.00001,0.00003,0.00005
"Medium","Gwangju","TFR",0.84,0.67,0.85,1.03,1.10,1.11,1.13,1.13
"Medium","Gwangju","15 Years",0.00000,0.00000,0.00005,0.00010,0.00012,0.00012,0.00012,0.00012
"Medium","Gwangju","16 Years",0.00014,0.00001,0.00011,0.00022,0.00026,0.00026,0.00026,0.00026
"Medium","Gwangju","17 Years",0.00028,0.00003,0.00021,0.00041,0.00049,0.00049,0.00049,0.00049
"Medium","Gwangju","18 Years",0.00013,0.00006,0.00038,0.00073,0.00088,0.00088,0.00088,0.00088
"Medium","Gwangju","19 Years",0.00127,0.00015,0.00069,0.00128,0.00152,0.00152,0.00152,0.00152
"Medium","Gwangju","20 Years",0.00190,0.00033,0.00121,0.00216,0.00256,0.00256,0.00256,0.00256
"Medium","Gwangju","21 Years",0.00219,0.00068,0.00208,0.00355,0.00416,0.00416,0.00416,0.00416
"Medium","Gwangju","22 Years",0.00328,0.00136,0.00346,0.00566,0.00655,0.00655,0.00655,0.00655
"Medium","Gwangju","23 Years",0.00666,0.00255,0.00559,0.00873,0.01000,0.01000,0.01000,0.01000
"Medium","Gwangju","24 Years",0.00592,0.00455,0.00874,0.01304,0.01478,0.01478,0.01478,0.01478
"Medium","Gwangju","25 Years",0.00973,0.00767,0.01321,0.01883,0.02110,0.02110,0.02110,0.02110
"Medium","Gwangju","26 Years",0.01603,0.01225,0.01923,0.02627,0.02910,0.02910,0.02910,0.02910
"Medium","Gwangju","27 Years",0.02562,0.01849,0.02690,0.03534,0.03872,0.03872,0.03872,0.03872
"Medium","Gwangju","28 Years",0.04335,0.02638,0.03609,0.04577,0.04963,0.04963,0.04963,0.04963
"Medium","Gwangju","29 Years",0.05117,0.03555,0.04631,0.05699,0.06125,0.06125,0.06125,0.06125
"Medium","Gwangju","30 Years",0.06979,0.04523,0.05674,0.06813,0.07266,0.07266,0.07266,0.07266
"Medium","Gwangju","31 Years",0.08237,0.05430,0.06653,0.07862,0.08278,0.08278,0.08278,0.08278
"Medium","Gwangju","32 Years",0.09080,0.06145,0.07433,0.08702,0.09047,0.09047,0.09047,0.09047
"Medium","Gwangju","33 Years",0.08510,0.06555,0.07895,0.09213,0.09471,0.09471,0.09471,0.09471
"Medium","Gwangju","34 Years",0.07655,0.06585,0.07953,0.09296,0.09571,0.09487,0.09487,0.09487
"Medium","Gwangju","35 Years",0.07046,0.06227,0.07579,0.08904,0.09219,0.09082,0.09082,0.09082
"Medium","Gwangju","36 Years",0.06202,0.05538,0.06812,0.08057,0.08422,0.08296,0.08296,0.08296
"Medium","Gwangju","37 Years",0.04358,0.04628,0.05753,0.06849,0.07255,0.07220,0.07220,0.07220
"Medium","Gwangju","38 Years",0.03361,0.03631,0.04544,0.05431,0.05854,0.05978,0.05978,0.05978
"Medium","Gwangju","39 Years",0.02483,0.02670,0.03339,0.03987,0.04389,0.04646,0.04699,0.04699
"Medium","Gwangju","40 Years",0.01615,0.01839,0.02268,0.02683,0.03029,0.03359,0.03500,0.03500
"Medium","Gwangju","41 Years",0.00911,0.01184,0.01416,0.01639,0.01903,0.02237,0.02465,0.02465
"Medium","Gwangju","42 Years",0.00731,0.00711,0.00806,0.00898,0.01074,0.01357,0.01637,0.01637
"Medium","Gwangju","43 Years",0.00241,0.00398,0.00418,0.00436,0.00537,0.00741,0.01022,0.01022
"Medium","Gwangju","44 Years",0.00156,0.00207,0.00197,0.00185,0.00234,0.00358,0.00549,0.00598
"Medium","Gwangju","45 Years",0.00070,0.00100,0.00084,0.00069,0.00087,0.00151,0.00263,0.00328
"Medium","Gwangju","46 Years",0.00036,0.00045,0.00055,0.00064,0.00027,0.00055,0.00110,0.00145
"Medium","Gwangju","47 Years",0.00000,0.00019,0.00015,0.00012,0.00007,0.00017,0.00040,0.00056
"Medium","Gwangju","48 Years",0.00000,0.00007,0.00007,0.00007,0.00001,0.00004,0.00012,0.00018
"Medium","Gwangju","49 Years",0.00000,0.00003,0.00002,0.00002,0.00002,0.00001,0.00003,0.00005
"Medium","Daejeon","TFR",0.84,0.66,0.83,1.00,1.06,1.08,1.09,1.09
"Medium","Daejeon","15 Years",0.00000,0.00001,0.00013,0.00024,0.00028,0.00028,0.00028,0.00028
"Medium","Daejeon","16 Years",0.00016,0.00003,0.00022,0.00040,0.00048,0.00048,0.00048,0.00048
"Medium","Daejeon","17 Years",0.00030,0.00006,0.00037,0.00068,0.00080,0.00080,0.00080,0.00080
"Medium","Daejeon","18 Years",0.00028,0.00014,0.00063,0.00112,0.00132,0.00132,0.00132,0.00132
"Medium","Daejeon","19 Years",0.00081,0.00028,0.00106,0.00182,0.00213,0.00213,0.00213,0.00213
"Medium","Daejeon","20 Years",0.00283,0.00056,0.00174,0.00289,0.00336,0.00336,0.00336,0.00336
"Medium","Daejeon","21 Years",0.00340,0.00107,0.00279,0.00449,0.00517,0.00517,0.00517,0.00517
"Medium","Daejeon","22 Years",0.00366,0.00195,0.00439,0.00680,0.00776,0.00776,0.00776,0.00776
"Medium","Daejeon","23 Years",0.00649,0.00341,0.00673,0.01003,0.01134,0.01134,0.01134,0.01134
"Medium","Daejeon","24 Years",0.00793,0.00569,0.01006,0.01440,0.01613,0.01613,0.01613,0.01613
"Medium","Daejeon","25 Years",0.00984,0.00907,0.01460,0.02010,0.02230,0.02230,0.02230,0.02230
"Medium","Daejeon","26 Years",0.01638,0.01379,0.02053,0.02723,0.02991,0.02991,0.02991,0.02991
"Medium","Daejeon","27 Years",0.02436,0.01997,0.02787,0.03574,0.03887,0.03887,0.03887,0.03887
"Medium","Daejeon","28 Years",0.03547,0.02754,0.03647,0.04536,0.04891,0.04891,0.04891,0.04891
"Medium","Daejeon","29 Years",0.04892,0.03611,0.04586,0.05558,0.05947,0.05947,0.05947,0.05947
"Medium","Daejeon","30 Years",0.05839,0.04495,0.05531,0.06566,0.06979,0.06979,0.06979,0.06979
"Medium","Daejeon","31 Years",0.08257,0.05306,0.06410,0.07511,0.07891,0.07891,0.07891,0.07891
"Medium","Daejeon","32 Years",0.08592,0.05934,0.07103,0.08269,0.08585,0.08585,0.08585,0.08585
"Medium","Daejeon","33 Years",0.08794,0.06276,0.07504,0.08730,0.08971,0.08971,0.08971,0.08971
"Medium","Daejeon","34 Years",0.08077,0.06271,0.07539,0.08803,0.09067,0.08987,0.08987,0.08987
"Medium","Daejeon","35 Years",0.07639,0.05910,0.07178,0.08441,0.08747,0.08617,0.08617,0.08617
"Medium","Daejeon","36 Years",0.05725,0.05248,0.06453,0.07654,0.08012,0.07891,0.07891,0.07891
"Medium","Daejeon","37 Years",0.04894,0.04383,0.05455,0.06523,0.06924,0.06890,0.06890,0.06890
"Medium","Daejeon","38 Years",0.03614,0.03438,0.04314,0.05186,0.05605,0.05722,0.05722,0.05722
"Medium","Daejeon","39 Years",0.02484,0.02529,0.03174,0.03816,0.04214,0.04460,0.04511,0.04511
"Medium","Daejeon","40 Years",0.01894,0.01742,0.02158,0.02573,0.02914,0.03232,0.03368,0.03368
"Medium","Daejeon","41 Years",0.01121,0.01122,0.01348,0.01573,0.01833,0.02156,0.02376,0.02376
"Medium","Daejeon","42 Years",0.00584,0.00674,0.00768,0.00862,0.01036,0.01309,0.01580,0.01580
"Medium","Daejeon","43 Years",0.00308,0.00377,0.00398,0.00419,0.00518,0.00715,0.00987,0.00987
"Medium","Daejeon","44 Years",0.00179,0.00196,0.00187,0.00178,0.00226,0.00346,0.00531,0.00578
"Medium","Daejeon","45 Years",0.00045,0.00095,0.00080,0.00066,0.00084,0.00146,0.00254,0.00317
"Medium","Daejeon","46 Years",0.00027,0.00043,0.00052,0.00062,0.00026,0.00053,0.00106,0.00141
"Medium","Daejeon","47 Years",0.00017,0.00018,0.00015,0.00012,0.00007,0.00016,0.00038,0.00054
"Medium","Daejeon","48 Years",0.00000,0.00007,0.00007,0.00007,0.00001,0.00004,0.00012,0.00018
